timestamp,hour,temperature,humidity,occupancy,ventilation_on,appliance_load_kw,co2_ppm,comfort_index,smart_score,carbon_savings_kg,recommendation
2024-01-05 02:00:00,2,15.67,51.79,3,0,0.33,456.8,73.8,83.15,5.382,No action needed
2024-01-05 03:00:00,3,16.23,53.44,2,0,0.44,474.8,75.2,82.59,5.280799999999999,No action needed
2024-01-05 04:00:00,4,16.08,59.25,1,0,-0.22,454.1,71.7,86.12,5.888,No action needed
2024-01-05 05:00:00,5,18.29,59.93,1,0,-0.31,448.9,80.2,89.33,5.9708,No action needed
2024-01-05 06:00:00,6,19.66,59.15,2,0,1.0,427.5,86.1,82.95,4.7656,No action needed
2024-01-05 07:00:00,7,20.49,56.34,2,0,0.53,414.5,90.8,87.59,5.1979999999999995,No action needed
2024-01-05 08:00:00,8,22.34,59.6,2,0,0.72,438.9,93.8,86.9,5.0232,No action needed
2024-01-05 09:00:00,9,23.94,59.61,2,0,0.63,440.1,87.4,85.54,5.106,No action needed
2024-01-05 10:00:00,10,26.22,55.56,2,0,1.24,428.5,80.3,79.64,4.5447999999999995,No action needed
2024-01-05 11:00:00,11,25.0,50.89,3,1,1.09,390.7,87.6,83.36,4.6828,No action needed
2024-01-05 12:00:00,12,25.26,50.09,4,1,1.46,407.6,86.9,80.51,4.3424,No action needed
2024-01-05 13:00:00,13,24.76,44.68,7,1,2.46,462.9,86.3,73.02,3.4224,No action needed
2024-01-05 14:00:00,14,22.41,47.12,2,0,0.17,483.1,96.9,90.72,5.5292,No action needed
2024-01-05 15:00:00,15,23.51,43.09,7,1,2.99,447.1,90.5,71.09,2.9347999999999996,Reduce appliance usage
2024-01-05 16:00:00,16,22.56,37.8,0,0,-0.67,367.8,91.7,96.33,6.302,Run only essential appliances
2024-01-05 17:00:00,17,23.76,39.74,3,1,1.05,401.9,87.8,83.52,4.7196,No action needed
2024-01-05 18:00:00,18,19.81,40.93,6,0,3.44,534.5,86.7,65.73,2.5208,Reduce appliance usage
2024-01-05 19:00:00,19,19.01,39.67,2,0,3.29,473.7,82.9,66.47,2.6588,Reduce appliance usage
2024-01-05 20:00:00,20,17.47,40.79,1,0,2.0,433.9,77.3,73.74,3.8455999999999997,No action needed
2024-01-05 21:00:00,21,15.3,40.48,0,0,1.11,382.7,68.4,77.6,4.6644,No action needed
2024-01-05 22:00:00,22,16.81,46.13,2,0,1.78,404.4,77.3,75.6,4.048,No action needed
2024-01-05 23:00:00,23,15.92,46.11,2,0,0.38,469.1,73.7,82.61,5.336,No action needed
2024-01-06 00:00:00,0,15.79,45.69,2,0,0.65,428.3,73.0,81.27,5.087599999999999,No action needed
2024-01-06 01:00:00,1,14.26,51.85,1,0,0.39,451.7,68.1,81.13,5.3268,No action needed
2024-01-06 02:00:00,2,17.07,56.96,2,0,0.8,380.2,76.8,82.16,4.9496,No action needed
2024-01-06 03:00:00,3,15.06,56.3,0,0,0.01,420.1,69.1,84.36,5.6764,No action needed
2024-01-06 04:00:00,4,18.09,62.14,1,0,0.56,437.6,78.3,83.3,5.1704,No action needed
2024-01-06 05:00:00,5,20.9,60.52,2,0,0.03,488.5,90.3,89.57,5.6579999999999995,No action needed
2024-01-06 06:00:00,6,19.01,60.68,1,0,-0.5,408.1,82.7,91.92,6.1456,Run only essential appliances
2024-01-06 07:00:00,7,20.73,59.4,0,0,0.55,399.3,90.2,87.51,5.1796,Run only essential appliances
2024-01-06 08:00:00,8,22.6,58.52,1,0,-0.5,467.8,93.3,94.21,6.1456,Run only essential appliances
2024-01-06 09:00:00,9,23.03,56.54,2,0,0.56,481.9,92.6,86.93,5.1704,No action needed
2024-01-06 10:00:00,10,22.78,54.4,7,1,1.69,424.0,94.7,81.11,4.130800000000001,No action needed
2024-01-06 11:00:00,11,24.9,53.65,3,1,1.78,350.0,86.6,79.21,4.048,No action needed
2024-01-06 12:00:00,12,23.94,48.13,3,1,1.84,364.0,91.3,80.02,3.9928,No action needed
2024-01-06 13:00:00,13,25.3,45.26,2,0,0.61,470.9,84.4,84.31,5.1244,No action needed
2024-01-06 14:00:00,14,23.41,42.75,2,0,0.44,461.1,90.7,87.45,5.280799999999999,No action needed
2024-01-06 15:00:00,15,25.09,47.02,2,0,0.47,436.9,86.2,86.26,5.2532000000000005,No action needed
2024-01-06 16:00:00,16,21.72,42.4,4,1,1.3,446.0,95.1,83.43,4.4896,No action needed
2024-01-06 17:00:00,17,20.97,40.95,6,1,2.23,411.5,91.4,76.81,3.634,No action needed
2024-01-06 18:00:00,18,20.81,37.88,10,0,6.18,612.9,89.2,47.57,0.0,Reduce appliance usage
2024-01-06 19:00:00,19,17.48,41.59,3,0,1.87,425.7,77.7,74.82,3.9652,No action needed
2024-01-06 20:00:00,20,17.73,41.11,3,0,2.52,440.4,78.5,70.63,3.3672,Reduce appliance usage
2024-01-06 21:00:00,21,17.77,43.36,0,0,1.42,401.1,79.8,78.73,4.3792,No action needed
2024-01-06 22:00:00,22,14.06,43.05,3,0,2.14,476.6,64.8,68.44,3.716799999999999,No action needed
2024-01-06 23:00:00,23,15.36,47.73,2,0,0.38,375.5,72.3,83.6,5.336,No action needed
2024-01-07 00:00:00,0,15.26,49.15,2,0,0.54,416.9,72.6,82.03,5.1888,No action needed
2024-01-07 01:00:00,1,15.95,51.06,0,0,0.1,350.0,75.3,86.69,5.5936,No action needed
2024-01-07 02:00:00,2,14.43,56.47,1,0,0.49,370.8,66.5,81.22,5.2348,No action needed
2024-01-07 03:00:00,3,15.14,54.0,0,0,0.25,446.6,70.6,82.86,5.4556,No action needed
2024-01-07 04:00:00,4,18.02,59.79,2,0,-0.1,420.4,79.2,88.1,5.7776,No action needed
2024-01-07 05:00:00,5,19.0,61.03,0,0,-0.34,467.7,82.5,89.94,5.9984,No action needed
2024-01-07 06:00:00,6,20.25,58.24,2,0,0.87,402.5,88.9,85.0,4.8852,No action needed
2024-01-07 07:00:00,7,21.64,58.02,1,0,1.02,444.8,94.6,85.11,4.7472,Run only essential appliances
2024-01-07 08:00:00,8,21.82,58.21,3,0,1.14,467.7,95.2,84.17,4.6368,No action needed
2024-01-07 09:00:00,9,23.77,57.64,3,1,0.75,361.6,89.1,86.45,4.9956,No action needed
2024-01-07 10:00:00,10,24.62,54.69,4,1,1.44,350.0,87.2,81.59,4.3608,No action needed
2024-01-07 11:00:00,11,24.12,53.46,2,0,0.73,428.5,89.8,85.79,5.013999999999999,No action needed
2024-01-07 12:00:00,12,26.87,53.53,2,0,0.08,440.3,78.8,86.52,5.612,No action needed
2024-01-07 13:00:00,13,25.3,46.4,4,1,1.11,370.3,85.0,82.76,4.6644,No action needed
2024-01-07 14:00:00,14,23.14,41.57,0,0,0.09,413.4,91.2,90.58,5.6028,Run only essential appliances
2024-01-07 15:00:00,15,24.19,44.58,3,1,1.26,350.0,88.5,83.14,4.5264,No action needed
2024-01-07 16:00:00,16,21.53,44.71,3,1,1.61,350.0,95.5,82.98,4.2044,No action needed
2024-01-07 17:00:00,17,22.08,41.13,7,1,2.99,440.0,95.2,72.61,2.9347999999999996,Reduce appliance usage
2024-01-07 18:00:00,18,21.16,37.82,3,0,1.56,488.5,90.6,79.76,4.250399999999999,No action needed
2024-01-07 19:00:00,19,17.89,40.09,2,0,2.01,501.6,78.6,73.05,3.8364000000000003,No action needed
2024-01-07 20:00:00,20,18.46,39.1,2,0,2.85,418.8,80.4,69.39,3.0635999999999997,Reduce appliance usage
2024-01-07 21:00:00,21,16.88,44.21,0,0,1.89,350.0,76.6,75.5,3.9468,No action needed
2024-01-07 22:00:00,22,16.49,42.3,0,0,1.91,424.9,74.1,73.49,3.9284,No action needed
2024-01-07 23:00:00,23,17.07,46.81,1,0,-0.06,459.5,78.7,87.11,5.740799999999999,No action needed
2024-01-08 00:00:00,0,14.75,47.99,1,0,-0.04,383.2,70.0,85.51,5.7224,No action needed
2024-01-08 01:00:00,1,14.42,52.84,3,0,1.23,499.0,68.3,75.04,4.553999999999999,No action needed
2024-01-08 02:00:00,2,14.78,54.27,2,0,0.36,458.7,69.0,81.49,5.3544,No action needed
2024-01-08 03:00:00,3,15.65,57.42,2,0,0.03,404.8,70.9,85.0,5.6579999999999995,No action needed
2024-01-08 04:00:00,4,17.42,58.7,2,0,0.65,360.5,77.3,83.58,5.087599999999999,No action needed
2024-01-08 05:00:00,5,19.05,57.69,1,0,0.2,399.6,84.4,88.03,5.5016,No action needed
2024-01-08 06:00:00,6,20.28,61.25,2,0,1.03,472.9,87.5,82.49,4.7379999999999995,No action needed
2024-01-08 07:00:00,7,22.12,59.56,2,0,0.81,424.0,94.7,86.81,4.9403999999999995,No action needed
2024-01-08 08:00:00,8,22.51,56.68,1,0,1.27,422.7,94.6,83.82,4.517200000000001,Run only essential appliances
2024-01-08 09:00:00,9,24.99,61.55,1,0,-0.19,369.4,82.3,90.38,5.8604,Run only essential appliances
2024-01-08 10:00:00,10,24.07,55.95,1,0,0.32,445.3,88.7,87.86,5.3911999999999995,Run only essential appliances
2024-01-08 11:00:00,11,27.55,52.28,3,1,1.18,350.0,76.7,80.12,4.6000000000000005,No action needed
2024-01-08 12:00:00,12,25.63,52.83,6,1,2.06,449.2,84.1,75.16,3.7903999999999995,No action needed
2024-01-08 13:00:00,13,23.97,51.1,5,1,1.63,366.0,91.6,81.44,4.186,No action needed
2024-01-08 14:00:00,14,23.26,44.71,3,1,0.03,350.0,92.3,92.25,5.6579999999999995,No action needed
2024-01-08 15:00:00,15,24.02,43.62,3,1,-0.08,386.9,88.7,91.32,5.7592,No action needed
2024-01-08 16:00:00,16,22.28,39.36,4,1,0.66,403.2,93.6,87.76,5.0784,No action needed
2024-01-08 17:00:00,17,22.01,40.05,2,0,0.85,421.3,95.0,86.68,4.9036,No action needed
2024-01-08 18:00:00,18,20.47,39.6,3,0,1.45,533.1,88.7,79.23,4.3515999999999995,No action needed
2024-01-08 19:00:00,19,18.63,40.71,5,0,3.33,506.9,81.9,65.41,2.622,Reduce appliance usage
2024-01-08 20:00:00,20,16.65,42.01,6,0,3.15,517.0,74.6,64.24,2.7876,Reduce appliance usage
2024-01-08 21:00:00,21,14.95,44.05,3,0,2.23,473.7,68.8,69.1,3.634,No action needed
2024-01-08 22:00:00,22,15.22,45.48,1,0,2.77,434.8,70.6,66.73,3.1372,Reduce appliance usage
2024-01-08 23:00:00,23,16.03,44.99,0,0,0.89,433.6,73.6,79.82,4.8668000000000005,No action needed
2024-01-09 00:00:00,0,15.21,48.12,0,0,-0.34,382.0,71.9,88.04,5.9984,No action needed
2024-01-09 01:00:00,1,13.92,51.5,0,0,0.39,403.8,66.9,81.49,5.3268,No action needed
2024-01-09 02:00:00,2,15.84,54.44,1,0,0.32,416.3,73.1,83.61,5.3911999999999995,No action needed
2024-01-09 03:00:00,3,16.85,59.17,0,0,0.43,405.7,74.8,83.57,5.29,No action needed
2024-01-09 04:00:00,4,16.62,56.33,0,0,-0.2,449.2,75.3,87.15,5.8696,No action needed
2024-01-09 05:00:00,5,18.86,58.94,3,0,0.23,454.8,83.0,86.59,5.473999999999999,No action needed
2024-01-09 06:00:00,6,20.06,61.91,2,0,0.58,434.7,86.3,85.62,5.152,No action needed
2024-01-09 07:00:00,7,20.15,59.06,2,0,1.01,440.2,88.1,83.29,4.7564,No action needed
2024-01-09 08:00:00,8,22.86,59.58,4,0,1.13,476.4,91.8,83.08,4.646,No action needed
2024-01-09 09:00:00,9,24.1,56.79,1,0,0.71,414.6,88.2,85.65,5.0324,Run only essential appliances
2024-01-09 10:00:00,10,25.41,55.51,4,1,1.84,391.4,83.6,77.3,3.9928,No action needed
2024-01-09 11:00:00,11,25.88,52.13,3,1,1.49,362.4,83.4,79.94,4.3148,No action needed
2024-01-09 12:00:00,12,23.62,51.33,4,1,1.44,386.6,92.9,82.75,4.3608,No action needed
2024-01-09 13:00:00,13,23.89,44.32,5,1,0.84,418.5,89.6,85.17,4.9128,No action needed
2024-01-09 14:00:00,14,24.85,44.27,4,1,0.21,406.3,85.7,88.26,5.4924,No action needed
2024-01-09 15:00:00,15,24.05,43.52,3,1,1.19,390.0,88.6,83.03,4.590800000000001,No action needed
2024-01-09 16:00:00,16,23.02,42.41,5,1,1.89,429.0,92.1,78.96,3.9468,No action needed
2024-01-09 17:00:00,17,25.15,43.33,6,1,1.81,437.4,84.1,76.95,4.0203999999999995,No action needed
2024-01-09 18:00:00,18,20.57,39.22,4,0,2.83,445.4,88.9,71.67,3.082,Reduce appliance usage
2024-01-09 19:00:00,19,19.84,43.3,2,0,2.05,420.2,88.0,76.83,3.7996,No action needed
2024-01-09 20:00:00,20,18.45,40.02,1,0,1.83,407.5,80.8,76.28,4.002,No action needed
2024-01-09 21:00:00,21,17.12,45.59,1,0,1.99,415.8,78.3,74.37,3.8547999999999996,No action needed
2024-01-09 22:00:00,22,15.35,46.63,0,0,1.95,379.3,71.7,73.2,3.8916,No action needed
2024-01-09 23:00:00,23,15.93,45.58,1,0,0.36,395.7,73.5,83.78,5.3544,No action needed
2024-01-10 00:00:00,0,14.23,50.61,1,0,0.31,378.8,68.6,82.89,5.4004,No action needed
2024-01-10 01:00:00,1,14.93,52.49,0,0,-0.07,389.6,70.5,85.76,5.75,No action needed
2024-01-10 02:00:00,2,15.18,56.25,2,0,0.72,443.0,69.6,79.57,5.0232,No action needed
2024-01-10 03:00:00,3,16.55,56.62,0,0,-1.0,391.9,74.9,93.06,6.6056,No action needed
2024-01-10 04:00:00,4,19.81,58.05,0,0,0.46,390.6,87.2,87.32,5.2624,No action needed
2024-01-10 05:00:00,5,16.84,62.4,2,0,0.5,446.7,73.2,82.02,5.2256,No action needed
2024-01-10 06:00:00,6,20.69,59.8,0,0,-0.39,417.0,89.9,93.24,6.0443999999999996,Run only essential appliances
2024-01-10 07:00:00,7,19.68,61.31,1,0,0.99,426.7,85.1,82.72,4.7748,Run only essential appliances
2024-01-10 08:00:00,8,22.03,58.21,2,0,0.46,450.9,95.8,89.0,5.2624,No action needed
2024-01-10 09:00:00,9,24.62,60.4,1,0,-0.22,441.9,84.3,90.09,5.888,Run only essential appliances
2024-01-10 10:00:00,10,24.39,53.64,3,1,1.27,350.0,88.6,83.11,4.517200000000001,No action needed
2024-01-10 11:00:00,11,23.75,51.36,4,1,0.96,413.1,92.3,85.28,4.8024,No action needed
2024-01-10 12:00:00,12,24.28,53.05,7,1,1.91,424.6,89.4,78.09,3.9284,No action needed
2024-01-10 13:00:00,13,25.51,46.52,4,1,1.63,369.5,84.2,79.17,4.186,No action needed
2024-01-10 14:00:00,14,23.6,48.2,2,0,1.09,372.3,92.7,85.17,4.6828,No action needed
2024-01-10 15:00:00,15,23.75,44.71,2,0,-0.07,423.9,90.4,91.21,5.75,No action needed
2024-01-10 16:00:00,16,22.55,41.03,3,1,0.86,350.0,93.3,87.17,4.8944,No action needed
2024-01-10 17:00:00,17,20.64,36.71,3,1,0.18,395.1,87.9,89.28,5.5200000000000005,No action needed
2024-01-10 18:00:00,18,22.14,39.96,1,0,1.58,445.7,94.4,81.41,4.232,No action needed
2024-01-10 19:00:00,19,19.34,40.54,3,0,2.0,441.7,84.6,75.81,3.8455999999999997,No action needed
2024-01-10 20:00:00,20,15.47,43.67,3,0,2.93,446.5,70.7,65.55,2.9899999999999998,Reduce appliance usage
2024-01-10 21:00:00,21,16.65,46.11,0,0,0.95,355.9,76.7,81.52,4.811599999999999,No action needed
2024-01-10 22:00:00,22,15.01,43.63,0,0,1.77,374.8,68.9,73.59,4.0572,No action needed
2024-01-10 23:00:00,23,16.02,49.01,1,0,0.15,435.6,75.6,85.18,5.5476,No action needed
2024-01-11 00:00:00,0,14.21,51.53,2,0,-0.2,476.8,68.1,84.57,5.8696,No action needed
2024-01-11 01:00:00,1,15.06,54.74,0,0,-0.41,396.5,69.9,87.68,6.0628,No action needed
2024-01-11 02:00:00,2,16.17,56.0,1,0,-0.35,422.1,73.7,88.04,6.0076,No action needed
2024-01-11 03:00:00,3,17.33,53.19,0,0,-0.41,403.0,79.7,90.52,6.0628,No action needed
2024-01-11 04:00:00,4,16.3,58.35,1,0,-0.2,404.0,73.0,87.13,5.8696,No action needed
2024-01-11 05:00:00,5,18.37,57.35,2,0,0.43,447.7,81.8,85.04,5.29,No action needed
2024-01-11 06:00:00,6,19.53,59.59,2,0,1.08,431.0,85.3,82.13,4.692,No action needed
2024-01-11 07:00:00,7,20.64,61.62,0,0,-0.43,418.5,88.8,93.15,6.0812,Run only essential appliances
2024-01-11 08:00:00,8,24.27,59.27,3,0,0.33,458.1,86.3,86.88,5.382,No action needed
2024-01-11 09:00:00,9,23.94,59.37,2,0,0.3,395.6,87.6,88.4,5.4096,No action needed
2024-01-11 10:00:00,10,23.07,55.68,5,1,1.35,414.6,92.9,82.91,4.4436,No action needed
2024-01-11 11:00:00,11,25.75,49.99,7,1,1.71,443.7,85.0,77.78,4.1124,No action needed
